Spotify ID,Artist IDs,song,Album Name,artist,Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0qokI9JdXKqhyjqSQ3vkt4,2J0vvlL7LWu4kRpHmOfKOY,Relaxing Rain,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,334263,21,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.083,0.621,2,-19.024,1,0.0857,0.000474,0.952,0.345,0.00392,86.373,4
1pBRreDZbrJbUlQTmMteAd,2J0vvlL7LWu4kRpHmOfKOY,Rain Spa Relaxation,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,309290,8,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.147,0.657,1,-24.858,1,0.0859,0.000222,0.82,0.306,0.023,56.146,4
1A5tF1IAk2bfvFsuP6qy3Z,2J0vvlL7LWu4kRpHmOfKOY,Thunder Storm,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,334263,48,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.083,0.621,2,-19.024,1,0.0857,0.000474,0.952,0.345,0.00392,86.373,4
0Qfi1FVkoed5yKT8svFilX,2J0vvlL7LWu4kRpHmOfKOY,Relaxing Rain and Thunder,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,306887,25,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.113,0.592,2,-27.077,1,0.0502,0.0161,0.743,0.229,0.0263,48.84,4
5h4RqLEu1J47b9FydBLxvq,2J0vvlL7LWu4kRpHmOfKOY,Crickets After the Rain,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,323188,12,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.192,0.0127,1,-32.257,1,0.0563,0.123,0.272,0.171,0.00897,69.292,4
2MJJdz1e8HFrN3K3NcrLm8,2J0vvlL7LWu4kRpHmOfKOY,Indian Flute,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,81776,8,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.294,0.00293,0,-16.099,1,0.0516,0.994,0.000331,0.0708,0.658,115.722,3
0WAMAU2G08Wzu5dAkg3b7a,2J0vvlL7LWu4kRpHmOfKOY,The Wolf,Native American Meditations: Native American Flutes & The Sounds of Nature,Native American Meditations,03-09-2010,112810,8,spotify:user:7643sr,2015-10-07T16:44:26Z,sleep,0.672,0.23,4,-15.67,0,0.0353,0.608,0.88,0.082,0.508,128.098,4
4rm03e6iq2ZhDvnCbDdLYw,6gDwOzEkOm3tV72XBuMv3d,Mystical Vision,Meditation Mindfulness and Relaxation,February Four,04-10-2015,203434,0,spotify:user:7643sr,2015-10-07T16:48:03Z,tone,0.174,0.178,9,-19.128,1,0.0369,0.933,0.918,0.109,0.029,71.075,4
6hdbymqJjOlq3HAM9VurrJ,2r63TtYai2mdCgzsX0daAl,Morning Breeze,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,201559,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.229,0.174,7,-20.26,1,0.0346,0.566,0.814,0.546,0.042,79.976,4
139NLZDkTjEMr40E5V3dOC,5xgmHcltQrXqemjFhRy693,Lotus,Meditation Mindfulness and Relaxation,Eskimotion,04-10-2015,240000,0,spotify:user:7643sr,2015-10-07T16:48:03Z,atmosphere,0.309,0.233,2,-19.682,1,0.0393,0.812,0.824,0.111,0.0369,119.836,4
775Egq50ghRrZwwTd0Elye,2r63TtYai2mdCgzsX0daAl,Early Spring,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,234000,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.35,0.297,0,-13.415,1,0.0483,0.614,0.836,0.107,0.332,79.988,5
7J9ngnN551HiOiXyMWBXvS,6gDwOzEkOm3tV72XBuMv3d,Your Wellbeing,Meditation Mindfulness and Relaxation,February Four,04-10-2015,256395,0,spotify:user:7643sr,2015-10-07T16:48:03Z,tone,0.118,0.07,7,-21.857,1,0.0435,0.947,0.803,0.0865,0.0306,74.774,4
7bPP4V8CuuCVVOXZmVY8Eq,2r63TtYai2mdCgzsX0daAl,Stars Aligned,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,220988,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.17,0.091,2,-26.028,1,0.0415,0.868,0.894,0.105,0.159,75.144,3
1XM3T5i4I3JvgkL6qLnqsP,2r63TtYai2mdCgzsX0daAl,Misty Moonlight,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,185454,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.617,0.263,1,-17.525,1,0.0364,0.778,0.918,0.1,0.208,109.947,4
6xtUntdYjm3UNyvvhMaa8p,6gDwOzEkOm3tV72XBuMv3d,Warm Embrace,Meditation Mindfulness and Relaxation,February Four,04-10-2015,261534,0,spotify:user:7643sr,2015-10-07T16:48:03Z,tone,0.157,0.171,9,-22.029,1,0.0446,0.886,0.932,0.104,0.061,86.415,3
7uzdL9mJ1LenFOhYWdFy7C,2r63TtYai2mdCgzsX0daAl,Undercover Darkness,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,235636,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.218,0.0609,0,-19.286,1,0.047,0.773,0.924,0.105,0.0301,91.272,4
2kOcJEyIu2d3oP0tOPiyxY,2r63TtYai2mdCgzsX0daAl,Up in the Clouds,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,231000,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.126,0.324,6,-19.375,1,0.058,0.0923,0.934,0.49,0.0369,91.8,3
7hVRBaaCbyVFGMLXU37oNX,5xgmHcltQrXqemjFhRy693,Cosmic Influence,Meditation Mindfulness and Relaxation,Eskimotion,04-10-2015,244800,0,spotify:user:7643sr,2015-10-07T16:48:03Z,atmosphere,0.148,0.0167,7,-26.916,1,0.0419,0.878,0.861,0.111,0.0371,136.189,3
2WHAuIYZME8I9sELrR55r0,2r63TtYai2mdCgzsX0daAl,Crystal Waters,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,232000,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.0835,0.128,9,-19.117,0,0.0371,0.887,0.854,0.0858,0.0999,56.529,5
0VxJLrWFbXJF0d2jlWtYan,6gDwOzEkOm3tV72XBuMv3d,Life Force Energy,Meditation Mindfulness and Relaxation,February Four,04-10-2015,258263,0,spotify:user:7643sr,2015-10-07T16:48:03Z,tone,0.166,0.0333,7,-25.329,1,0.0466,0.976,0.871,0.208,0.0507,70.897,3
3OHKWMR9TFuC5QbDuW9xDS,2r63TtYai2mdCgzsX0daAl,Twilight Dreamer,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,190899,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.317,0.321,9,-18.986,0,0.039,0.936,0.974,0.179,0.0856,157.562,3
2GzmZtEnQFLZLyWHUayyl3,2r63TtYai2mdCgzsX0daAl,Healing Gift,Meditation Mindfulness and Relaxation,SixFour,04-10-2015,248000,0,spotify:user:7643sr,2015-10-07T16:48:03Z,"relaxative,tone",0.245,0.137,0,-20.508,1,0.0334,0.899,0.863,0.101,0.114,134.253,4
71eI2aPSIZOuuHguev4oHg,6gDwOzEkOm3tV72XBuMv3d,Natural Remedy,Meditation Mindfulness and Relaxation,February Four,04-10-2015,224400,0,spotify:user:7643sr,2015-10-07T16:48:03Z,tone,0.138,0.0654,1,-26.082,1,0.0474,0.921,0.913,0.11,0.0344,141.658,4
3wp3xhKeEnKJuEAMx7CFKb,2bxhaIpgn88a3qbFrzbgd5,Calming Waves on a Pebble Beach,"Ocean Waves: Calming Sounds of the Sea. Nature Sounds for Deep Sleep, Meditation & Relaxation",Rest & Relax Nature Sounds Artists,01-09-2010,1508000,30,spotify:user:7643sr,2015-10-07T16:57:42Z,"environmental,sleep,water",0.168,0.681,11,-34.992,0,0.142,0.515,0.1,0.43,0.00818,112.701,3
2Ai01pyQ0wTWQvUAnG37rX,4NuM3rx4dldEpsTmeoVjfO,Asking Nature's Blessings (From Native American Flute & Nature Sounds),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,180906,26,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.174,0.0532,4,-24.664,0,0.0425,0.985,0.428,0.318,0.152,31.134,4
01DEwFqmijPalFFRzAxPlK,4NuM3rx4dldEpsTmeoVjfO,"Stretching to the Four Winds (From Native American Flute for Massage, Meditation & Healing)",Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,176840,18,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.262,0.108,2,-22.233,0,0.0377,0.985,0.779,0.154,0.126,141.216,5
4CnQGD0tEVptnQTb7l3Z2l,4NuM3rx4dldEpsTmeoVjfO,Healing Reiki Melody (From Massage Flutes),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,153333,38,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.16,0.0101,9,-28.888,0,0.0425,0.992,0.892,0.0672,0.0483,143.902,4
4eVCWel0Ki1v9rq47h5kDu,4NuM3rx4dldEpsTmeoVjfO,Sleep Memory (From Native Nocturnes),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,195706,29,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.207,0.0224,2,-25.796,1,0.0633,0.994,0.000389,0.0496,0.19,55.274,3
5o2gx7bjcy1YCacfuZkeKp,4NuM3rx4dldEpsTmeoVjfO,Shamanic Dance (From Two Hawks Healing),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,181706,34,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.269,0.0467,2,-22.498,1,0.0432,0.99,0.411,0.0895,0.28,102.324,4
6q60K0tWlbY6jj0FBD77uh,4NuM3rx4dldEpsTmeoVjfO,Cascades of Reiki Healing (From Massage Flutes),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,159586,26,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.195,0.0203,9,-29.659,0,0.0486,0.99,0.869,0.0664,0.067,141.206,3
0fQIeqB0fMOPVBdBhfNgvW,4NuM3rx4dldEpsTmeoVjfO,Travels Through the Night (From Native American Flute & Nature Sounds),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,149346,30,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.26,0.135,9,-26.275,0,0.0642,0.992,0.0137,0.117,0.107,66.223,3
6T4nSbdfiKY2mU4imOQP2h,4NuM3rx4dldEpsTmeoVjfO,"Finding the Flow (From Native American Flute For Massage, Meditation & Healing)",Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,217733,17,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.283,0.119,9,-21.087,0,0.0395,0.972,0.734,0.0724,0.323,82.279,4
5KvtrLusrjUk9iqutxXnbV,4NuM3rx4dldEpsTmeoVjfO,"Birds Usher In Spring Storms (from Nature Sounds with Native American, Tibetan Bowls & Zen Flutes)",Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,158800,13,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.238,0.146,5,-22.882,1,0.0402,0.979,0.81,0.326,0.105,111.405,5
3Q3xM4MqSdEkpsc6OsTo8w,4NuM3rx4dldEpsTmeoVjfO,Zen Sparrows (From Massage Flutes),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,190413,30,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.135,0.0131,9,-29.345,0,0.0412,0.983,0.901,0.0796,0.0935,88.597,4
0nD9GQAIXAhxAblJtwniKf,4NuM3rx4dldEpsTmeoVjfO,In the Lodge (From Visions & Healing),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,210280,11,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.167,0.141,9,-22.103,0,0.0362,0.785,0.932,0.0282,0.192,82.233,4
32A3tYsBkpJ1AtFnYBWBFQ,4NuM3rx4dldEpsTmeoVjfO,Medicine Men's Dream (from Native Nocturnes),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,183173,24,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.385,0.00653,2,-28.025,1,0.0408,0.995,0.000264,0.0669,0.193,64.437,5
6Ix61TJ140h3Pvj1hwCFio,4NuM3rx4dldEpsTmeoVjfO,Shaman's Touch (From Visions & Healing),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,219666,12,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.238,0.0228,4,-28.281,0,0.0445,0.832,0.246,0.0494,0.103,151.705,5
0IaToU4bCobbnKvcNkv5vl,4NuM3rx4dldEpsTmeoVjfO,"Thunderstorms as Evening Approaches (from Native American Flute For Massage, Meditation & Healing)",Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,205040,13,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.153,0.115,9,-22.57,0,0.0355,0.991,0.0749,0.0934,0.108,83.269,4
1g7APsRUaxqag8DAD4sUno,4NuM3rx4dldEpsTmeoVjfO,"Sacred Spaces, Sacred Hills (From Gathering of Shamen)",Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,219000,13,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.346,0.0447,2,-25.988,0,0.0573,0.976,0.724,0.065,0.163,75.002,3
0r69onLRUtx4S4tqUBV8nf,4NuM3rx4dldEpsTmeoVjfO,"Surrounded By Healing (From Native American Flutes for Massage, Meditation & Healing)",Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,291413,21,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.222,0.222,2,-21.635,0,0.0361,0.98,0.898,0.112,0.278,152.578,3
72Wt98MHNrs0TDH1zW01Oa,4NuM3rx4dldEpsTmeoVjfO,Conferring Power From Sunchasers),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,269173,16,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.22,0.0432,9,-25.376,1,0.0331,0.57,0.799,0.0885,0.13,38.153,3
2tcWjDyNL1kXHaJNuFX4nS,4NuM3rx4dldEpsTmeoVjfO,Meditation (From Healing Flute Chakras),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,143106,29,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.313,0.242,10,-19.17,1,0.0695,0.93,0.0225,0.0942,0.0357,70.767,4
4vS7JdidC43gOOICF4KJm8,4NuM3rx4dldEpsTmeoVjfO,Spirit Rock (From Hunting Magic),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,260666,11,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.514,0.0525,5,-25.828,0,0.0454,0.879,0.616,0.141,0.198,100.142,4
2gdjSeHLUmHdoiCdueUGvj,4NuM3rx4dldEpsTmeoVjfO,Lullaby on the Prarie (From Massage Flutes),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,120400,37,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.291,0.025,4,-26.402,0,0.0642,0.975,0.925,0.3,0.22,115.746,3
1FTWh6f4zUwNcHarkTUv4B,4NuM3rx4dldEpsTmeoVjfO,Stars at Nightfall (from Native American Flute & Nature),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,167893,19,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.227,0.117,9,-22.572,0,0.0403,0.973,0.847,0.119,0.283,87.925,4
6lL3QIGPhH4f22GBh78zix,4NuM3rx4dldEpsTmeoVjfO,Medicine Tones (From Visions & Healing),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,172280,32,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.336,0.0822,4,-24.404,0,0.033,0.864,0.798,0.0839,0.0762,83.022,3
5vvPulsfKVknCnR6khO1U4,4NuM3rx4dldEpsTmeoVjfO,Night Falls on the High Plains (From Native American Flute & Nature Sounds),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,139960,11,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.231,0.0389,9,-24.725,0,0.0369,0.974,0.00717,0.315,0.0372,67.221,3
4LeFEsoT5kGwWPUE8DsxHk,4NuM3rx4dldEpsTmeoVjfO,Moon on the Water (From Native American Flute & Nature Sounds),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,102826,31,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.237,0.053,4,-22.044,0,0.0375,0.888,0.0199,0.099,0.352,73.332,3
5Gd4Ub7SOaPQhIRQjrguM9,4NuM3rx4dldEpsTmeoVjfO,Dusk Dims the Sparrow's Eyes (From Native American Flute & Nature Sounds,Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,87493,32,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.213,0.128,5,-20.655,1,0.0838,0.976,0.142,0.314,0.0385,82.956,1
7vH5cu99pceebICwSZOtnJ,4NuM3rx4dldEpsTmeoVjfO,Nature's Blessings (From Native American Flutes & Nature Sounds),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,80706,43,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.373,0.0214,7,-23.521,1,0.0374,0.979,0.777,0.16,0.0381,73.05,3
3L75XXGfSbCihzE2PrPW6r,4NuM3rx4dldEpsTmeoVjfO,Coolness - The Sound of Leaves (From Native American Flutes & Nature Sounds),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,91413,15,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.339,0.0591,0,-24.787,1,0.0433,0.989,0.643,0.0603,0.0585,61.552,3
3kjETYpqzNw8O3zLeiNyZH,4NuM3rx4dldEpsTmeoVjfO,Chasing the Spirits (From Healers of the Flute),Native American Flute,Native American Flute Ensemble & Jessita Reyes,23-09-2010,59440,42,spotify:user:7643sr,2015-10-07T17:16:50Z,native american flute,0.323,0.00616,0,-30.52,1,0.0359,0.996,0.984,0.085,0.367,70.574,3
6sEq5tl5nZTzEwJoA76oCz,0VaYChYezacJi7h3aCmcpG,Native Wisdom - Native Flutes & Drums With Nature,Native American,Native American Flute,11-10-2011,201000,22,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.25,0.202,4,-15.938,0,0.0454,0.99,0.182,0.322,0.135,113.6,5
2Lw8tT8QZVCuuyPYyToWVG,0VaYChYezacJi7h3aCmcpG,"Native Prophecy - Flute, Rattles & Nature Sounds",Native American,Native American Flute,11-10-2011,162000,23,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.298,0.251,4,-14.326,0,0.041,0.993,0.298,0.311,0.399,98.753,3
2d2pzc5XEdhrq5bYQZkTdT,0VaYChYezacJi7h3aCmcpG,"Ceremonies of the Storm - 10-Minute Meditation With Flutes, Rattles & Rain",Native American,Native American Flute,11-10-2011,636000,17,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.136,0.136,2,-17.861,0,0.0432,0.994,0.627,0.4,0.188,67.289,3
6ZhxchisFHlgcIiSYE4vCF,0VaYChYezacJi7h3aCmcpG,Spirit of the Tribe - Traditional Melodies & Forest Sounds,Native American,Native American Flute,11-10-2011,233000,23,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.174,0.339,11,-17.417,0,0.0397,0.954,0.453,0.106,0.0576,173.077,4
2dY031UCLHijqs43SfiBbK,0VaYChYezacJi7h3aCmcpG,Drummer's Entry - Native American Drum With Flute,Native American,Native American Flute,11-10-2011,157000,16,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.308,0.126,7,-17.559,0,0.0418,0.992,0.0364,0.324,0.257,87.691,3
3agMAAysuKI3isQXxLiSRf,0VaYChYezacJi7h3aCmcpG,White Buffalo Woman - Flute & Drum Mingle With Nature,Native American,Native American Flute,11-10-2011,125000,16,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.206,0.071,0,-18.671,0,0.0372,0.981,0.0106,0.327,0.6,97.712,4
3KM5OVC3fxokmmzkEfPm3N,0VaYChYezacJi7h3aCmcpG,Flute Winds - Winds Bring Flute Melodies,Native American,Native American Flute,11-10-2011,257000,12,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.204,0.177,9,-17.671,0,0.0382,0.985,0.372,0.0676,0.0667,84.129,4
5AUwD2Tztk7bHAsNLjgZLW,0VaYChYezacJi7h3aCmcpG,Feathered Spirits - Birds With Native Ffute & Drums,Native American,Native American Flute,11-10-2011,162000,17,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.244,0.223,4,-15.209,0,0.0363,0.993,0.408,0.369,0.481,86.079,4
5VTadQy2gEkxWfVNqGjPTz,0VaYChYezacJi7h3aCmcpG,Melodies in the Storm - 10 Minute Meditation With Rain & Flutes,Native American,Native American Flute,11-10-2011,633986,18,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.126,0.158,9,-18.259,0,0.0362,0.992,0.857,0.382,0.139,71.667,5
5kSmI1t0mdr2c4eneNgY3E,0VaYChYezacJi7h3aCmcpG,Cicadas Bring The Night - Courting Flute With Night Sounds,Native American,Native American Flute,11-10-2011,178226,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.254,0.188,5,-15.032,1,0.0336,0.98,0.461,0.357,0.0707,84.174,3
0gb51EJ7kRp9d3OYj077DP,0VaYChYezacJi7h3aCmcpG,Love Flute Melody - Courting Flute & Night Sounds,Native American,Native American Flute,11-10-2011,83120,12,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.267,0.19,10,-17.645,1,0.035,0.87,0.246,0.317,0.0765,74.269,4
2uUKEjOVPO2nHJX59MiP7f,0VaYChYezacJi7h3aCmcpG,Gentle Winds of Love - Winds & Courting Melody,Native American,Native American Flute,11-10-2011,224093,19,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.23,0.152,9,-18.72,0,0.0409,0.996,0.965,0.242,0.0392,130.538,3
57T5Z55tLAEaTY4vSOzjko,0VaYChYezacJi7h3aCmcpG,Eagle Bone Whistle - Eagle Bone Flute On A Mesa,Native American,Native American Flute,11-10-2011,58000,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.182,0.345,5,-16.396,0,0.0466,0.766,0.655,0.293,0.0609,137.651,5
3ab8EgnA5oCz51dnr7KrG2,0VaYChYezacJi7h3aCmcpG,Sacred Winds - Flute With Evening Windstorm,Native American,Native American Flute,11-10-2011,186733,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.246,0.119,5,-19.541,1,0.0412,0.996,0.932,0.287,0.0383,66.327,3
2s4UblW6GDSj6etYeUZq2k,0VaYChYezacJi7h3aCmcpG,Feather Dancer - Flute & Song Birds,Native American,Native American Flute,11-10-2011,185120,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.261,0.181,9,-16.844,0,0.0358,0.991,0.66,0.0778,0.0372,81.195,4
2uDs7Gv9grTwnzOeNinQuS,0VaYChYezacJi7h3aCmcpG,Distant Call - Native Flute & Night Winds,Native American,Native American Flute,11-10-2011,126226,15,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.185,0.245,4,-18.401,0,0.0487,0.995,0.952,0.127,0.0352,83.367,4
6fIO3xCuwGNEBmaYAPcAt9,0VaYChYezacJi7h3aCmcpG,Serenade on the Pond - Flute With Nature Sounds,Native American,Native American Flute,11-10-2011,145000,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.184,0.169,5,-18.381,0,0.037,0.98,0.0672,0.369,0.298,65.644,3
0zqUEi5fbFfoNYVPIcYxST,0VaYChYezacJi7h3aCmcpG,Sacred Ground - Night Winds Y Native Flute,Native American,Native American Flute,11-10-2011,150466,14,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.117,0.126,4,-16.829,0,0.0326,0.995,0.907,0.106,0.0336,66.897,4
5nJN6UDPi1oLEItOV97FhT,0VaYChYezacJi7h3aCmcpG,Moon of the Spear,Native American,Native American Flute,11-10-2011,80066,12,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.445,0.004,2,-22.746,0,0.0584,0.993,0.375,0.0663,0.321,142.455,4
3S0zmGcnHqZUr2U47cavVv,0VaYChYezacJi7h3aCmcpG,Crickets & Eagle Bone Whistle - Night Melodies,Native American,Native American Flute,11-10-2011,104000,10,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.305,0.31,0,-16.133,0,0.0482,0.723,0.869,0.262,0.163,86.349,4
4PHsL6FuDTQbvX56lRiHo5,0VaYChYezacJi7h3aCmcpG,Two Covered by the Blanket - Native Flute Courting Melodies,Native American,Native American Flute,11-10-2011,192373,10,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.271,0.182,4,-16.625,0,0.0373,0.99,0.297,0.106,0.0909,105.361,1
48OpymrQ4u5sMteJyeNHci,0VaYChYezacJi7h3aCmcpG,Feathers & Drums - Native American Drums & Eagle Bone Whistle,Native American,Native American Flute,11-10-2011,104000,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.242,0.303,3,-13.884,1,0.0394,0.65,0.828,0.354,0.148,130.988,3
7b8yBprE33yaZq4ES7O4jG,0VaYChYezacJi7h3aCmcpG,Offerings Against An Empty Sky - Solo Native American flute,Native American,Native American Flute,11-10-2011,75066,10,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.319,0.00716,6,-26.622,1,0.0422,0.996,0.882,0.125,0.689,75.096,1
3or1wD2OvKectqSvdXE615,0VaYChYezacJi7h3aCmcpG,Courting Blanket - Native Courting Melodies,Native American,Native American Flute,11-10-2011,192000,11,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.276,0.157,4,-16.096,0,0.051,0.995,0.0114,0.103,0.225,124.03,4
2VQ6HsGiXqhIAootwfqZpk,0VaYChYezacJi7h3aCmcpG,Baby's Nap In The Field - Native Flute At Night,Native American,Native American Flute,11-10-2011,104480,20,spotify:user:7643sr,2015-10-07T17:17:05Z,sleep,0.179,0.0426,0,-25.36,1,0.0528,0.98,0.595,0.319,0.148,68.331,3
2Dfh1mhMJ58XtwTK18NG8I,14RkTXnwrf6D09TfPWcR5C,Moonlit Images - Native Flute & Nature Sounds,"Native American Flute Sleep Music, Vol. 2",Massage Tribe,19-12-2013,119441,29,spotify:user:7643sr,2015-10-07T17:17:18Z,sleep,0.2,0.0528,11,-23.225,0,0.0442,0.994,0.744,0.08,0.546,130.851,4
0LeibGjmLuYMa4UhyucSEq,14RkTXnwrf6D09TfPWcR5C,Dakota Nightfall - Native Flute with Nature Sounds,"Native American Flute Sleep Music, Vol. 2",Massage Tribe,19-12-2013,186710,25,spotify:user:7643sr,2015-10-07T17:17:18Z,sleep,0.251,0.0195,2,-25.129,0,0.0478,0.989,0.905,0.112,0.0607,134.581,4
1ICRaccw0DFOyVh7YmgU7L,14RkTXnwrf6D09TfPWcR5C,Mid-Afternoon Nap - 10 Minute Flute Meditation with Nature Sounds,"Native American Flute Sleep Music, Vol. 2",Massage Tribe,19-12-2013,632486,27,spotify:user:7643sr,2015-10-07T17:17:18Z,sleep,0.302,0.09,9,-23.406,0,0.0656,0.992,0.625,0.148,0.0358,112.195,4
